ObjectID,ID,CreationDateTime,ReleaseStatusCode,GrossAmount,currencyCode,ItemListCustomerOrderLifeCycleStatusCode,AccountHolder_SDK,PartyID,AddressSnapshotDisplayName
0000000000011ED084E3C82540D28840,2,/Date(1293608266676)/,3,12793350.000000,INR,3,,CP100140,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CE3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CE3B86', 'FormattedName': 'Heat Transfer Specialists'}]"
0000000000011ED08590A43FF752AC8F,3,/Date(1293762329608)/,3,6283085.760000,INR,3,,CP100110,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CB3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CB3B86', 'FormattedName': 'Silverstar Wholesale Corp'}]"
0000000000011ED08590A9CE4723AC91,4,/Date(1293762382365)/,3,6686100.000000,INR,3,,CP100120,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CC3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CC3B86', 'FormattedName': 'Luxury Heating & Cooling Co'}]"
0000000000011ED08590AD9CE6ADCC93,5,/Date(1293762552836)/,3,312885.000000,INR,3,,CP100140,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CE3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CE3B86', 'FormattedName': 'Heat Transfer Specialists'}]"
0000000000011ED08591584CCE10CEBA,6,/Date(1293764884535)/,3,4151250.000000,INR,3,,CP100110,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CB3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CB3B86', 'FormattedName': 'Silverstar Wholesale Corp'}]"
0000000000011ED08591672FEAE28EBE,7,/Date(1293764991752)/,3,3427200.000000,INR,3,,CP100140,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CE3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CE3B86', 'FormattedName': 'Heat Transfer Specialists'}]"
0000000000011ED08594E351C2781922,8,/Date(1293776974341)/,3,584590.000000,INR,3,,CP100140,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CE3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CE3B86', 'FormattedName': 'Heat Transfer Specialists'}]"
0000000000011ED08594E38216CD9922,9,/Date(1293777053711)/,3,832765.000000,INR,3,,CP100120,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CC3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CC3B86', 'FormattedName': 'Luxury Heating & Cooling Co'}]"
0000000000011ED08594F72ACAE0F95E,10,/Date(1293777236392)/,3,823941.000000,INR,3,,CP100120,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CC3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CC3B86', 'FormattedName': 'Luxury Heating & Cooling Co'}]"
0000000000011ED08596166291EBBCB1,11,/Date(1293781115139)/,3,2156365.000000,INR,3,,CS200123,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D3FB86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D3FB86', 'FormattedName': 'Capital Electrics'}]"
0000000000011ED0859617BE6E1C1CB2,12,/Date(1293781196883)/,3,2569990.000000,INR,3,,CS200125,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D51B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D51B86', 'FormattedName': 'Laxmi Electronic Technologies'}]"
0000000000011ED0859618149BC29CB2,13,/Date(1293781282447)/,3,720259.000000,INR,3,,CS200128,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D63B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D63B86', 'FormattedName': 'Jain & Sons'}]"
0000000000011ED08596187B0D255CB2,14,/Date(1293781406102)/,3,2647200.000000,INR,3,,CS200123,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D3FB86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D3FB86', 'FormattedName': 'Capital Electrics'}]"
0000000000011ED0859618EDB4579CB2,15,/Date(1293781462850)/,3,3309000.000000,INR,3,,CS200125,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D51B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D51B86', 'FormattedName': 'Laxmi Electronic Technologies'}]"
0000000000011ED0859660D5AEAF9D6C,17,/Date(1293782422466)/,3,2481750.000000,INR,3,,CS200130,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9D75B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9D75B86', 'FormattedName': 'Tantra Technologies'}]"
0000000000011ED088C335CF4563B13E,21,/Date(1295255469930)/,3,12793350.000000,INR,3,,CP100140,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CE3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CE3B86', 'FormattedName': 'Heat Transfer Specialists'}]"
0000000000011ED088D974510F767E6B,22,/Date(1295331905236)/,3,6283085.760000,INR,3,,CP100110,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CB3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CB3B86', 'FormattedName': 'Silverstar Wholesale Corp'}]"
0000000000011ED088D98D6CF6507EA3,23,/Date(1295332254522)/,3,6686100.000000,INR,3,,CP100120,"[{'__metadata': {'uri': ""https://my350410.sapbydesign.com/sap/byd/odata/cust/v1/salesorder_airbyte/AddressSnapshotDisplayNameCollection('0000000000011EE09788CC8FD9CC3B86')"", 'type': 'cust.AddressSnapshotDisplayName'}, 'ObjectID': '0000000000011EE09788CC8FD9CC3B86', 'FormattedName': 'Luxury Heating & Cooling Co'}]"
